# ============================================
# GAP SWEEP — Modules B & C
# Adaptive Heating + Adaptive Cooldown
# ============================================
# RUN_ID: GAP_SWEEP_005
# GAP_DISTANCE: 3-6um
# MATERIAL_PAIR: SiO2-SiO2
# SPACER_TYPE: microspheres
# RUNS_PER_GAP: 5
# HEAT_MODE: ADAPTIVE (detect steady state via dV/dt)
# HEAT_MIN_MS: 300000
# HEAT_MAX_MS: 1500000
# SS_THRESHOLD: 0.050 mV/s
# SS_WINDOW: 30 sec
# SS_HOLD: 60 sec
# PLATEAU_TIME: 180 sec
# COOL_MODE: ADAPTIVE (wait for ambient)
# COOL_THRESHOLD_C: 3.0
#
# [OK] Heater pins configured, both OFF
# I2C_SCAN_START
#   FOUND 0x48
#   Devices: 1
# I2C_SCAN_END
# ADS1115 init attempt 1/5: SUCCESS
# [OK] ADS1115 GAIN_ONE
# [OK] DHT11: 24.4 C
# SENSOR_VERIFY_START
#   Sample 1: V01=-6.50mV V23=-1.25mV Tt=28.5C Tb=26.5C Tamb=24.4C
#   Sample 2: V01=-6.25mV V23=-1.25mV Tt=29.0C Tb=29.0C Tamb=24.4C
#   Sample 3: V01=-6.25mV V23=-1.25mV Tt=28.7C Tb=29.2C Tamb=24.4C
# SENSOR_VERIFY_END
#
# ============================================
# DIAGNOSTICS COMPLETE
# Starting run 1/3...
# ============================================
time_ms,phase,run,phase_time_ms,sample_num,Vtop_mV,Vbot_mV,Tt_C,Tb_C,dT_C,Vheater_V,Tamb_C,dVdt_mVs
661579,WAIT_AMBIENT,1,655000,656,1.1250,5.7500,26.00,26.75,-0.75,-1.00,24.0,-1.0000
662579,WAIT_AMBIENT,1,656000,657,1.2500,5.7500,26.75,25.25,1.50,-1.00,24.0,-1.0000
663579,WAIT_AMBIENT,1,657000,658,1.2500,5.6250,26.75,26.00,0.75,-1.00,24.0,-1.0000
664579,WAIT_AMBIENT,1,658000,659,1.1250,5.6250,26.75,26.75,0.00,-1.00,24.0,-1.0000
665579,WAIT_AMBIENT,1,659000,660,1.1250,5.7500,26.00,26.75,-0.75,-1.00,24.0,-1.0000
666579,WAIT_AMBIENT,1,660000,661,1.1250,5.6250,26.75,27.00,-0.25,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
667579,WAIT_AMBIENT,1,661000,662,1.1250,5.7500,26.00,26.75,-0.75,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.0C Tb=26.7C Tamb=24.0C
668579,WAIT_AMBIENT,1,662000,663,1.1250,5.6250,25.75,26.50,-0.75,-1.00,24.0,-1.0000
669579,WAIT_AMBIENT,1,663000,664,1.1250,5.6250,26.75,26.50,0.25,-1.00,24.0,-1.0000
670579,WAIT_AMBIENT,1,664000,665,1.1250,5.6250,27.25,26.50,0.75,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
671579,WAIT_AMBIENT,1,665000,666,1.1250,5.6250,26.25,25.25,1.00,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.2C Tb=25.2C Tamb=24.0C
672579,WAIT_AMBIENT,1,666000,667,1.1250,5.6250,26.50,26.75,-0.25,-1.00,24.0,-1.0000
673579,WAIT_AMBIENT,1,667000,668,1.0000,5.6250,26.00,25.00,1.00,-1.00,24.0,-1.0000
674579,WAIT_AMBIENT,1,668000,669,1.1250,5.6250,26.75,26.50,0.25,-1.00,24.0,-1.0000
675579,WAIT_AMBIENT,1,669000,670,1.1250,5.6250,26.25,26.25,0.00,-1.00,24.0,-1.0000
676579,WAIT_AMBIENT,1,670000,671,1.0000,5.6250,26.75,26.00,0.75,-1.00,24.0,-1.0000
677579,WAIT_AMBIENT,1,671000,672,1.0000,5.6250,27.50,26.25,1.25,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
678579,WAIT_AMBIENT,1,672000,673,1.1250,5.6250,26.00,26.00,0.00,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.0C Tb=26.0C Tamb=24.0C
679579,WAIT_AMBIENT,1,673000,674,1.0000,5.7500,27.50,27.00,0.50,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
680579,WAIT_AMBIENT,1,674000,675,1.1250,5.6250,26.00,26.50,-0.50,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.0C Tb=26.5C Tamb=24.0C
681579,WAIT_AMBIENT,1,675000,676,1.0000,5.6250,26.75,27.00,-0.25,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
682579,WAIT_AMBIENT,1,676000,677,1.0000,5.6250,27.00,25.75,1.25,-1.00,24.0,-1.0000
683579,WAIT_AMBIENT,1,677000,678,1.0000,5.6250,27.00,27.00,0.00,-1.00,24.0,-1.0000
684579,WAIT_AMBIENT,1,678000,679,1.0000,5.6250,27.25,26.00,1.25,-1.00,24.0,-1.0000
685579,WAIT_AMBIENT,1,679000,680,1.0000,5.6250,26.50,26.50,0.00,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.5C Tamb=24.0C
686579,WAIT_AMBIENT,1,680000,681,1.0000,5.6250,25.50,26.25,-0.75,-1.00,24.0,-1.0000
687579,WAIT_AMBIENT,1,681000,682,1.0000,5.6250,27.00,26.75,0.25,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
688579,WAIT_AMBIENT,1,682000,683,1.0000,5.6250,27.75,26.75,1.00,-1.00,24.0,-1.0000
689579,WAIT_AMBIENT,1,683000,684,1.0000,5.6250,26.50,26.75,-0.25,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.7C Tamb=24.0C
690579,WAIT_AMBIENT,1,684000,685,0.8750,5.6250,26.00,27.00,-1.00,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
691579,WAIT_AMBIENT,1,685000,686,1.0000,5.6250,27.00,25.75,1.25,-1.00,24.0,-1.0000
692579,WAIT_AMBIENT,1,686000,687,1.0000,5.6250,25.75,26.50,-0.75,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=25.7C Tb=26.5C Tamb=24.0C
693579,WAIT_AMBIENT,1,687000,688,1.0000,5.6250,27.25,25.75,1.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
694579,WAIT_AMBIENT,1,688000,689,1.0000,5.6250,26.75,27.25,-0.50,-1.00,23.9,-1.0000
695579,WAIT_AMBIENT,1,689000,690,0.8750,5.6250,27.00,24.75,2.25,-1.00,24.0,-1.0000
696579,WAIT_AMBIENT,1,690000,691,0.8750,5.6250,27.00,26.50,0.50,-1.00,24.0,-1.0000
697579,WAIT_AMBIENT,1,691000,692,1.0000,5.6250,27.00,26.50,0.50,-1.00,24.0,-1.0000
698579,WAIT_AMBIENT,1,692000,693,0.8750,5.6250,27.00,26.50,0.50,-1.00,24.0,-1.0000
699579,WAIT_AMBIENT,1,693000,694,0.8750,5.6250,26.25,25.75,0.50,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.2C Tb=25.7C Tamb=24.0C
700579,WAIT_AMBIENT,1,694000,695,0.8750,5.6250,27.00,27.00,0.00,-1.00,24.0,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
701579,WAIT_AMBIENT,1,695000,696,0.8750,5.6250,27.25,26.50,0.75,-1.00,24.0,-1.0000
702579,WAIT_AMBIENT,1,696000,697,0.8750,5.6250,27.75,27.25,0.50,-1.00,23.9,-1.0000
703579,WAIT_AMBIENT,1,697000,698,0.8750,5.6250,27.25,26.75,0.50,-1.00,23.9,-1.0000
704579,WAIT_AMBIENT,1,698000,699,0.8750,5.6250,27.25,25.50,1.75,-1.00,24.0,-1.0000
705579,WAIT_AMBIENT,1,699000,700,0.8750,5.6250,26.75,27.00,-0.25,-1.00,24.0,-1.0000
706579,WAIT_AMBIENT,1,700000,701,0.8750,5.6250,28.00,25.00,3.00,-1.00,24.0,-1.0000
707579,WAIT_AMBIENT,1,701000,702,0.8750,5.6250,27.00,25.75,1.25,-1.00,24.0,-1.0000
708579,WAIT_AMBIENT,1,702000,703,0.8750,5.6250,27.00,26.25,0.75,-1.00,24.0,-1.0000
709579,WAIT_AMBIENT,1,703000,704,0.8750,5.6250,27.25,26.50,0.75,-1.00,24.0,-1.0000
710579,WAIT_AMBIENT,1,704000,705,0.8750,5.6250,27.50,25.50,2.00,-1.00,24.0,-1.0000
711579,WAIT_AMBIENT,1,705000,706,0.8750,5.6250,27.75,26.75,1.00,-1.00,24.0,-1.0000
712579,WAIT_AMBIENT,1,706000,707,0.7500,5.6250,27.25,26.00,1.25,-1.00,24.0,-1.0000
713579,WAIT_AMBIENT,1,707000,708,0.7500,5.6250,27.25,26.00,1.25,-1.00,24.0,-1.0000
714579,WAIT_AMBIENT,1,708000,709,0.8750,5.6250,27.75,25.75,2.00,-1.00,24.0,-1.0000
715579,WAIT_AMBIENT,1,709000,710,0.8750,5.6250,27.50,25.25,2.25,-1.00,24.0,-1.0000
716579,WAIT_AMBIENT,1,710000,711,0.7500,5.6250,27.00,25.50,1.50,-1.00,23.9,-1.0000
717579,WAIT_AMBIENT,1,711000,712,0.7500,5.5000,27.75,25.75,2.00,-1.00,23.9,-1.0000
718579,WAIT_AMBIENT,1,712000,713,0.7500,5.6250,27.00,26.50,0.50,-1.00,24.0,-1.0000
719579,WAIT_AMBIENT,1,713000,714,0.7500,5.6250,26.50,26.00,0.50,-1.00,24.0,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.0C Tamb=24.0C
720579,WAIT_AMBIENT,1,714000,715,0.7500,5.6250,27.75,27.75,0.00,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
721579,WAIT_AMBIENT,1,715000,716,0.7500,5.6250,27.00,27.00,0.00,-1.00,23.9,-1.0000
722579,WAIT_AMBIENT,1,716000,717,0.7500,5.6250,27.75,26.75,1.00,-1.00,23.9,-1.0000
723579,WAIT_AMBIENT,1,717000,718,0.7500,5.6250,27.50,26.50,1.00,-1.00,23.9,-1.0000
724579,WAIT_AMBIENT,1,718000,719,0.7500,5.6250,28.00,26.25,1.75,-1.00,23.9,-1.0000
725579,WAIT_AMBIENT,1,719000,720,0.7500,5.6250,28.00,26.50,1.50,-1.00,23.9,-1.0000
726579,WAIT_AMBIENT,1,720000,721,0.7500,5.6250,27.50,26.25,1.25,-1.00,23.9,-1.0000
727579,WAIT_AMBIENT,1,721000,722,0.7500,5.6250,28.00,26.75,1.25,-1.00,24.0,-1.0000
728579,WAIT_AMBIENT,1,722000,723,0.7500,5.6250,28.00,25.00,3.00,-1.00,24.0,-1.0000
729579,WAIT_AMBIENT,1,723000,724,0.7500,5.5000,27.50,26.50,1.00,-1.00,24.0,-1.0000
730579,WAIT_AMBIENT,1,724000,725,0.7500,5.5000,27.25,26.75,0.50,-1.00,24.0,-1.0000
731579,WAIT_AMBIENT,1,725000,726,0.7500,5.5000,27.75,26.00,1.75,-1.00,24.0,-1.0000
732579,WAIT_AMBIENT,1,726000,727,0.7500,5.6250,27.50,26.75,0.75,-1.00,23.9,-1.0000
733579,WAIT_AMBIENT,1,727000,728,0.7500,5.6250,27.75,27.25,0.50,-1.00,23.9,-1.0000
734579,WAIT_AMBIENT,1,728000,729,0.7500,5.6250,27.00,26.25,0.75,-1.00,23.9,-1.0000
735579,WAIT_AMBIENT,1,729000,730,0.7500,5.6250,27.25,25.75,1.50,-1.00,23.9,-1.0000
736579,WAIT_AMBIENT,1,730000,731,0.6250,5.5000,27.75,26.75,1.00,-1.00,23.9,-1.0000
737579,WAIT_AMBIENT,1,731000,732,0.7500,5.6250,27.50,25.75,1.75,-1.00,23.9,-1.0000
738579,WAIT_AMBIENT,1,732000,733,0.6250,5.5000,27.75,26.25,1.50,-1.00,23.9,-1.0000
739579,WAIT_AMBIENT,1,733000,734,0.6250,5.6250,27.75,25.25,2.50,-1.00,24.0,-1.0000
740579,WAIT_AMBIENT,1,734000,735,0.6250,5.5000,27.75,26.25,1.50,-1.00,24.0,-1.0000
741579,WAIT_AMBIENT,1,735000,736,0.6250,5.5000,27.75,25.50,2.25,-1.00,23.9,-1.0000
742579,WAIT_AMBIENT,1,736000,737,0.6250,5.6250,27.75,26.75,1.00,-1.00,23.9,-1.0000
743579,WAIT_AMBIENT,1,737000,738,0.6250,5.5000,27.25,27.00,0.25,-1.00,24.0,-1.0000
744579,WAIT_AMBIENT,1,738000,739,0.6250,5.5000,27.75,27.25,0.50,-1.00,24.0,-1.0000
745579,WAIT_AMBIENT,1,739000,740,0.6250,5.6250,27.25,27.00,0.25,-1.00,24.0,-1.0000
746579,WAIT_AMBIENT,1,740000,741,0.6250,5.6250,27.75,26.25,1.50,-1.00,23.9,-1.0000
747579,WAIT_AMBIENT,1,741000,742,0.6250,5.5000,27.00,25.50,1.50,-1.00,23.9,-1.0000
748579,WAIT_AMBIENT,1,742000,743,0.6250,5.5000,27.50,25.50,2.00,-1.00,23.9,-1.0000
749579,WAIT_AMBIENT,1,743000,744,0.6250,5.6250,27.50,27.00,0.50,-1.00,23.9,-1.0000
750579,WAIT_AMBIENT,1,744000,745,0.6250,5.5000,27.75,25.25,2.50,-1.00,23.9,-1.0000
751579,WAIT_AMBIENT,1,745000,746,0.6250,5.5000,27.50,26.75,0.75,-1.00,23.9,-1.0000
752579,WAIT_AMBIENT,1,746000,747,0.6250,5.5000,28.00,26.50,1.50,-1.00,24.0,-1.0000
753579,WAIT_AMBIENT,1,747000,748,0.6250,5.5000,27.75,26.25,1.50,-1.00,24.0,-1.0000
754579,WAIT_AMBIENT,1,748000,749,0.6250,5.5000,27.00,26.00,1.00,-1.00,24.0,-1.0000
755579,WAIT_AMBIENT,1,749000,750,0.5000,5.5000,28.00,27.25,0.75,-1.00,24.0,-1.0000
756579,WAIT_AMBIENT,1,750000,751,0.6250,5.5000,27.25,26.50,0.75,-1.00,24.0,-1.0000
757579,WAIT_AMBIENT,1,751000,752,0.6250,5.5000,27.50,25.50,2.00,-1.00,23.9,-1.0000
758579,WAIT_AMBIENT,1,752000,753,0.5000,5.5000,26.75,25.75,1.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=25.7C Tamb=23.9C
759579,WAIT_AMBIENT,1,753000,754,0.5000,5.5000,26.75,25.25,1.50,-1.00,23.9,-1.0000
760579,WAIT_AMBIENT,1,754000,755,0.5000,5.5000,26.25,27.00,-0.75,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
761579,WAIT_AMBIENT,1,755000,756,0.6250,5.5000,27.00,25.25,1.75,-1.00,23.9,-1.0000
762579,WAIT_AMBIENT,1,756000,757,0.5000,5.5000,27.25,27.50,-0.25,-1.00,23.9,-1.0000
763579,WAIT_AMBIENT,1,757000,758,0.5000,5.5000,27.00,26.50,0.50,-1.00,23.9,-1.0000
764579,WAIT_AMBIENT,1,758000,759,0.6250,5.5000,26.50,25.75,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=25.7C Tamb=23.9C
765579,WAIT_AMBIENT,1,759000,760,0.5000,5.5000,26.25,26.50,-0.25,-1.00,23.9,-1.0000
766579,WAIT_AMBIENT,1,760000,761,0.5000,5.5000,26.25,26.50,-0.25,-1.00,23.9,-1.0000
767579,WAIT_AMBIENT,1,761000,762,0.5000,5.5000,26.50,25.75,0.75,-1.00,23.9,-1.0000
768579,WAIT_AMBIENT,1,762000,763,0.5000,5.5000,26.50,26.00,0.50,-1.00,23.9,-1.0000
769579,WAIT_AMBIENT,1,763000,764,0.5000,5.5000,26.50,27.00,-0.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
770579,WAIT_AMBIENT,1,764000,765,0.5000,5.5000,26.25,25.50,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.2C Tb=25.5C Tamb=23.9C
771579,WAIT_AMBIENT,1,765000,766,0.5000,5.5000,27.00,26.50,0.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
772579,WAIT_AMBIENT,1,766000,767,0.5000,5.5000,26.50,26.50,0.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.5C Tamb=23.9C
773579,WAIT_AMBIENT,1,767000,768,0.5000,5.5000,26.75,27.25,-0.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
774579,WAIT_AMBIENT,1,768000,769,0.5000,5.5000,26.50,25.75,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=25.7C Tamb=23.9C
775579,WAIT_AMBIENT,1,769000,770,0.5000,5.5000,26.50,26.50,0.00,-1.00,23.9,-1.0000
776579,WAIT_AMBIENT,1,770000,771,0.5000,5.5000,29.00,26.50,2.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
777579,WAIT_AMBIENT,1,771000,772,0.5000,5.5000,26.75,26.75,0.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.7C Tamb=23.9C
778579,WAIT_AMBIENT,1,772000,773,0.5000,5.5000,28.75,26.25,2.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
779579,WAIT_AMBIENT,1,773000,774,0.5000,5.5000,27.75,26.00,1.75,-1.00,23.9,-1.0000
780579,WAIT_AMBIENT,1,774000,775,0.5000,5.5000,27.00,25.75,1.25,-1.00,23.9,-1.0000
781579,WAIT_AMBIENT,1,775000,776,0.5000,5.5000,28.25,25.75,2.50,-1.00,23.9,-1.0000
782579,WAIT_AMBIENT,1,776000,777,0.5000,5.5000,26.75,26.75,0.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.7C Tamb=23.9C
783579,WAIT_AMBIENT,1,777000,778,0.5000,5.5000,27.50,26.00,1.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
784579,WAIT_AMBIENT,1,778000,779,0.5000,5.5000,27.25,26.50,0.75,-1.00,23.9,-1.0000
785579,WAIT_AMBIENT,1,779000,780,0.3750,5.5000,26.25,26.75,-0.50,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.2C Tb=26.7C Tamb=23.9C
786579,WAIT_AMBIENT,1,780000,781,0.5000,5.5000,26.50,26.25,0.25,-1.00,23.9,-1.0000
787579,WAIT_AMBIENT,1,781000,782,0.3750,5.5000,26.75,26.50,0.25,-1.00,23.9,-1.0000
788579,WAIT_AMBIENT,1,782000,783,0.3750,5.5000,26.50,25.75,0.75,-1.00,23.9,-1.0000
789579,WAIT_AMBIENT,1,783000,784,0.3750,5.5000,26.75,25.50,1.25,-1.00,23.9,-1.0000
790579,WAIT_AMBIENT,1,784000,785,0.5000,5.5000,28.25,25.50,2.75,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
791579,WAIT_AMBIENT,1,785000,786,0.3750,5.5000,27.75,25.50,2.25,-1.00,23.9,-1.0000
792579,WAIT_AMBIENT,1,786000,787,0.3750,5.5000,27.00,25.00,2.00,-1.00,23.9,-1.0000
793579,WAIT_AMBIENT,1,787000,788,0.3750,5.5000,26.50,25.75,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=25.7C Tamb=23.9C
794579,WAIT_AMBIENT,1,788000,789,0.3750,5.3750,27.25,26.75,0.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
795579,WAIT_AMBIENT,1,789000,790,0.3750,5.3750,29.00,25.75,3.25,-1.00,23.9,-1.0000
796579,WAIT_AMBIENT,1,790000,791,0.3750,5.5000,27.00,26.50,0.50,-1.00,23.9,-1.0000
797579,WAIT_AMBIENT,1,791000,792,0.3750,5.5000,27.50,26.50,1.00,-1.00,23.9,-1.0000
798579,WAIT_AMBIENT,1,792000,793,0.3750,5.5000,26.50,26.25,0.25,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.2C Tamb=23.9C
799579,WAIT_AMBIENT,1,793000,794,0.3750,5.3750,27.25,26.00,1.25,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
800579,WAIT_AMBIENT,1,794000,795,0.3750,5.3750,27.75,26.00,1.75,-1.00,23.9,-1.0000
801579,WAIT_AMBIENT,1,795000,796,0.3750,5.3750,26.50,26.00,0.50,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.0C Tamb=23.9C
802579,WAIT_AMBIENT,1,796000,797,0.3750,5.5000,27.50,25.50,2.00,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
803579,WAIT_AMBIENT,1,797000,798,0.3750,5.3750,26.75,24.75,2.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=24.7C Tamb=23.9C
804579,WAIT_AMBIENT,1,798000,799,0.3750,5.3750,27.25,26.25,1.00,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
805579,WAIT_AMBIENT,1,799000,800,0.3750,5.3750,27.00,25.50,1.50,-1.00,23.9,-1.0000
806579,WAIT_AMBIENT,1,800000,801,0.3750,5.3750,26.75,26.50,0.25,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.5C Tamb=23.9C
807579,WAIT_AMBIENT,1,801000,802,0.3750,5.5000,26.75,27.00,-0.25,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
808579,WAIT_AMBIENT,1,802000,803,0.3750,5.3750,26.75,26.25,0.50,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.2C Tamb=23.9C
809579,WAIT_AMBIENT,1,803000,804,0.3750,5.3750,28.25,27.00,1.25,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
810579,WAIT_AMBIENT,1,804000,805,0.3750,5.3750,26.50,26.50,0.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.5C Tamb=23.9C
811579,WAIT_AMBIENT,1,805000,806,0.3750,5.3750,26.75,25.50,1.25,-1.00,23.9,-1.0000
812579,WAIT_AMBIENT,1,806000,807,0.3750,5.3750,26.25,25.75,0.50,-1.00,23.9,-1.0000
813579,WAIT_AMBIENT,1,807000,808,0.2500,5.3750,26.50,26.00,0.50,-1.00,23.9,-1.0000
814579,WAIT_AMBIENT,1,808000,809,0.3750,5.5000,26.75,25.25,1.50,-1.00,23.9,-1.0000
815579,WAIT_AMBIENT,1,809000,810,0.2500,5.3750,26.00,26.25,-0.25,-1.00,23.9,-1.0000
816579,WAIT_AMBIENT,1,810000,811,0.2500,5.3750,27.00,25.50,1.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
817579,WAIT_AMBIENT,1,811000,812,0.3750,5.3750,28.00,26.25,1.75,-1.00,23.9,-1.0000
818579,WAIT_AMBIENT,1,812000,813,0.2500,5.3750,26.50,26.25,0.25,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.2C Tamb=23.9C
819579,WAIT_AMBIENT,1,813000,814,0.2500,5.3750,27.00,26.25,0.75,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
820579,WAIT_AMBIENT,1,814000,815,0.2500,5.3750,27.00,26.00,1.00,-1.00,23.9,-1.0000
821579,WAIT_AMBIENT,1,815000,816,0.2500,5.3750,26.50,26.25,0.25,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=26.2C Tamb=23.9C
822579,WAIT_AMBIENT,1,816000,817,0.2500,5.3750,26.75,26.25,0.50,-1.00,23.9,-1.0000
823579,WAIT_AMBIENT,1,817000,818,0.2500,5.3750,27.25,25.00,2.25,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
824579,WAIT_AMBIENT,1,818000,819,0.2500,5.3750,26.75,25.75,1.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=25.7C Tamb=23.9C
825579,WAIT_AMBIENT,1,819000,820,0.2500,5.3750,27.00,25.50,1.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
826579,WAIT_AMBIENT,1,820000,821,0.2500,5.3750,26.75,25.75,1.00,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=25.7C Tamb=23.9C
827579,WAIT_AMBIENT,1,821000,822,0.2500,5.3750,27.25,24.50,2.75,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
828579,WAIT_AMBIENT,1,822000,823,0.2500,5.3750,26.50,25.75,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.5C Tb=25.7C Tamb=23.9C
829579,WAIT_AMBIENT,1,823000,824,0.2500,5.3750,28.25,25.75,2.50,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
830579,WAIT_AMBIENT,1,824000,825,0.2500,5.3750,26.75,26.00,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.0C Tamb=23.9C
831579,WAIT_AMBIENT,1,825000,826,0.2500,5.3750,27.25,26.50,0.75,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
832579,WAIT_AMBIENT,1,826000,827,0.2500,5.3750,27.50,25.50,2.00,-1.00,23.9,-1.0000
833579,WAIT_AMBIENT,1,827000,828,0.2500,5.3750,27.00,25.50,1.50,-1.00,23.9,-1.0000
834579,WAIT_AMBIENT,1,828000,829,0.2500,5.3750,26.75,26.00,0.75,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.0C Tamb=23.9C
835579,WAIT_AMBIENT,1,829000,830,0.1250,5.3750,26.75,25.25,1.50,-1.00,23.9,-1.0000
836579,WAIT_AMBIENT,1,830000,831,0.2500,5.3750,26.50,25.25,1.25,-1.00,23.9,-1.0000
837579,WAIT_AMBIENT,1,831000,832,0.2500,5.3750,26.75,26.00,0.75,-1.00,23.9,-1.0000
838579,WAIT_AMBIENT,1,832000,833,0.2500,5.3750,27.25,24.50,2.75,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
839579,WAIT_AMBIENT,1,833000,834,0.1250,5.3750,27.75,25.75,2.00,-1.00,23.9,-1.0000
840579,WAIT_AMBIENT,1,834000,835,0.1250,5.3750,26.75,26.25,0.50,-1.00,23.9,-1.0000
# AMBIENT_THRESHOLD_REACHED: Tt=26.7C Tb=26.2C Tamb=23.9C
841579,WAIT_AMBIENT,1,835000,836,0.2500,5.3750,29.00,26.00,3.00,-1.00,23.9,-1.0000
# AMBIENT_UNSTABLE: resetting stability timer
842579,WAIT_AMBIENT,1,836000,837,0.2500,5.3750,28.75,25.75,3.00,-1.00,23.9,-1.0000
843579,WAIT_AMBIENT,1,837000,838,0.1250,5.3750,27.75,25.75,2.00,-1.00,23.9,-1.0000
844579,WAIT_AMBIENT,1,838000,839,0.1250,5.3750,28.00,25.00,3.00,-1.00,23.9,-1.0000
845579,WAIT_AMBIENT,1,839000,840,0.1250,5.3750,28.75,25.50,3.25,-1.00,23.9,-1.0000
