# ============================================
# GAP SWEEP — Modules B & C
# Adaptive Heating + Adaptive Cooldown
# ============================================
# RUN_ID: GAP_SWEEP_005
# GAP_DISTANCE: 3-6um
# MATERIAL_PAIR: SiO2-SiO2
# SPACER_TYPE: microspheres
# RUNS_PER_GAP: 5
# HEAT_MODE: ADAPTIVE (detect steady state via dV/dt)
# HEAT_MIN_MS: 300000
# HEAT_MAX_MS: 1500000
# SS_THRESHOLD: 0.050 mV/s
# SS_WINDOW: 30 sec
# SS_HOLD: 60 sec
# PLATEAU_TIME: 180 sec
# COOL_MODE: ADAPTIVE (wait for ambient)
# COOL_THRESHOLD_C: 3.0
#
# [OK] Heater pins configured, both OFF
# I2C_SCAN_START
#   FOUND 0x48
#   Devices: 1
# I2C_SCAN_END
# ADS1115 init attempt 1/5: SUCCESS
# [OK] ADS1115 GAIN_ONE
# [OK] DHT11: 24.4 C
# SENSOR_VERIFY_START
#   Sample 1: V01=-6.50mV V23=-1.25mV Tt=28.5C Tb=26.5C Tamb=24.4C
#   Sample 2: V01=-6.25mV V23=-1.25mV Tt=29.0C Tb=29.0C Tamb=24.4C
#   Sample 3: V01=-6.25mV V23=-1.25mV Tt=28.7C Tb=29.2C Tamb=24.4C
# SENSOR_VERIFY_END
#
# ============================================
# DIAGNOSTICS COMPLETE
# Starting run 1/3...
# ============================================
time_ms,phase,run,phase_time_ms,sample_num,Vtop_mV,Vbot_mV,Tt_C,Tb_C,dT_C,Vheater_V,Tamb_C,dVdt_mVs
6579,WAIT_AMBIENT,1,0,1,-6.0000,-1.2500,29.00,29.25,-0.25,-1.00,24.4,-1.0000
7579,WAIT_AMBIENT,1,1000,2,-5.7500,-1.1250,28.25,29.00,-0.75,-1.00,24.4,-1.0000
8579,WAIT_AMBIENT,1,2000,3,-5.5000,-1.1250,28.50,29.00,-0.50,-1.00,24.4,-1.0000
9579,WAIT_AMBIENT,1,3000,4,-5.2500,-1.1250,28.50,29.50,-1.00,-1.00,24.4,-1.0000
10579,WAIT_AMBIENT,1,4000,5,-5.0000,-1.1250,28.25,28.25,0.00,-1.00,24.3,-1.0000
11579,WAIT_AMBIENT,1,5000,6,-4.8750,-1.0000,28.50,28.75,-0.25,-1.00,24.3,-1.0000
12579,WAIT_AMBIENT,1,6000,7,-4.6250,-1.0000,28.25,28.00,0.25,-1.00,24.3,-1.0000
13579,WAIT_AMBIENT,1,7000,8,-4.3750,-1.0000,28.75,29.25,-0.50,-1.00,24.3,-1.0000
14579,WAIT_AMBIENT,1,8000,9,-4.2500,-0.8750,28.25,28.50,-0.25,-1.00,24.3,-1.0000
15579,WAIT_AMBIENT,1,9000,10,-4.0000,-0.8750,28.25,29.25,-1.00,-1.00,24.3,-1.0000
16579,WAIT_AMBIENT,1,10000,11,-3.7500,-0.8750,28.25,29.75,-1.50,-1.00,24.3,-1.0000
17579,WAIT_AMBIENT,1,11000,12,-3.5000,-0.8750,28.50,29.25,-0.75,-1.00,24.3,-1.0000
18579,WAIT_AMBIENT,1,12000,13,-3.3750,-0.7500,28.50,29.00,-0.50,-1.00,24.3,-1.0000
19579,WAIT_AMBIENT,1,13000,14,-3.1250,-0.7500,28.50,29.25,-0.75,-1.00,24.4,-1.0000
20579,WAIT_AMBIENT,1,14000,15,-3.0000,-0.7500,28.50,29.00,-0.50,-1.00,24.4,-1.0000
21579,WAIT_AMBIENT,1,15000,16,-2.7500,-0.6250,28.25,28.00,0.25,-1.00,24.4,-1.0000
22579,WAIT_AMBIENT,1,16000,17,-2.6250,-0.6250,28.50,28.75,-0.25,-1.00,24.4,-1.0000
23579,WAIT_AMBIENT,1,17000,18,-2.3750,-0.6250,28.75,27.75,1.00,-1.00,24.4,-1.0000
24579,WAIT_AMBIENT,1,18000,19,-2.2500,-0.5000,28.50,29.50,-1.00,-1.00,24.4,-1.0000
25579,WAIT_AMBIENT,1,19000,20,-2.1250,-0.5000,27.75,29.00,-1.25,-1.00,24.4,-1.0000
26579,WAIT_AMBIENT,1,20000,21,-1.8750,-0.5000,28.50,29.25,-0.75,-1.00,24.4,-1.0000
27579,WAIT_AMBIENT,1,21000,22,-1.7500,-0.3750,28.50,28.75,-0.25,-1.00,24.4,-1.0000
28579,WAIT_AMBIENT,1,22000,23,-1.5000,-0.3750,28.50,29.25,-0.75,-1.00,24.4,-1.0000
29579,WAIT_AMBIENT,1,23000,24,-1.3750,-0.3750,28.50,29.25,-0.75,-1.00,24.4,-1.0000
30579,WAIT_AMBIENT,1,24000,25,-1.2500,-0.3750,28.25,29.00,-0.75,-1.00,24.4,-1.0000
31579,WAIT_AMBIENT,1,25000,26,-1.0000,-0.2500,28.75,29.00,-0.25,-1.00,24.4,-1.0000
32579,WAIT_AMBIENT,1,26000,27,-0.8750,-0.2500,28.50,28.25,0.25,-1.00,24.4,-1.0000
33579,WAIT_AMBIENT,1,27000,28,-0.7500,-0.2500,28.75,28.75,0.00,-1.00,24.4,-1.0000
34579,WAIT_AMBIENT,1,28000,29,-0.5000,-0.2500,28.50,28.25,0.25,-1.00,24.4,-1.0000
35579,WAIT_AMBIENT,1,29000,30,-0.3750,-0.1250,28.75,28.75,0.00,-1.00,24.4,-1.0000
36579,WAIT_AMBIENT,1,30000,31,-0.2500,-0.1250,28.25,28.75,-0.50,-1.00,24.4,-1.0000
37579,WAIT_AMBIENT,1,31000,32,-0.1250,-0.1250,28.75,29.00,-0.25,-1.00,24.4,-1.0000
38579,WAIT_AMBIENT,1,32000,33,0.0000,0.0000,28.00,29.00,-1.00,-1.00,24.4,-1.0000
39579,WAIT_AMBIENT,1,33000,34,0.1250,0.0000,28.25,29.00,-0.75,-1.00,24.4,-1.0000
40579,WAIT_AMBIENT,1,34000,35,0.2500,0.0000,28.75,29.00,-0.25,-1.00,24.4,-1.0000
41579,WAIT_AMBIENT,1,35000,36,0.5000,0.0000,28.00,28.50,-0.50,-1.00,24.4,-1.0000
42579,WAIT_AMBIENT,1,36000,37,0.5000,0.1250,28.50,28.75,-0.25,-1.00,24.4,-1.0000
43579,WAIT_AMBIENT,1,37000,38,0.7500,0.1250,28.25,28.25,0.00,-1.00,24.4,-1.0000
44579,WAIT_AMBIENT,1,38000,39,0.8750,0.1250,28.50,29.00,-0.50,-1.00,24.4,-1.0000
45579,WAIT_AMBIENT,1,39000,40,1.0000,0.2500,28.75,28.25,0.50,-1.00,24.4,-1.0000
46579,WAIT_AMBIENT,1,40000,41,1.1250,0.2500,28.25,28.50,-0.25,-1.00,24.4,-1.0000
47579,WAIT_AMBIENT,1,41000,42,1.2500,0.2500,28.25,29.00,-0.75,-1.00,24.4,-1.0000
48579,WAIT_AMBIENT,1,42000,43,1.3750,0.3750,28.25,29.00,-0.75,-1.00,24.4,-1.0000
49579,WAIT_AMBIENT,1,43000,44,1.5000,0.3750,28.25,28.50,-0.25,-1.00,24.4,-1.0000
50579,WAIT_AMBIENT,1,44000,45,1.6250,0.3750,28.25,28.50,-0.25,-1.00,24.4,-1.0000
51579,WAIT_AMBIENT,1,45000,46,1.7500,0.5000,28.50,29.00,-0.50,-1.00,24.4,-1.0000
52579,WAIT_AMBIENT,1,46000,47,1.8750,0.3750,28.50,29.25,-0.75,-1.00,24.4,-1.0000
53579,WAIT_AMBIENT,1,47000,48,1.8750,0.5000,28.25,28.50,-0.25,-1.00,24.4,-1.0000
54579,WAIT_AMBIENT,1,48000,49,2.0000,0.5000,28.50,27.75,0.75,-1.00,24.4,-1.0000
55579,WAIT_AMBIENT,1,49000,50,2.1250,0.6250,28.50,28.75,-0.25,-1.00,24.4,-1.0000
56579,WAIT_AMBIENT,1,50000,51,2.2500,0.6250,28.25,27.75,0.50,-1.00,24.4,-1.0000
57579,WAIT_AMBIENT,1,51000,52,2.3750,0.6250,27.75,28.25,-0.50,-1.00,24.4,-1.0000
58579,WAIT_AMBIENT,1,52000,53,2.5000,0.6250,28.50,28.00,0.50,-1.00,24.4,-1.0000
59579,WAIT_AMBIENT,1,53000,54,2.5000,0.7500,28.50,29.00,-0.50,-1.00,24.4,-1.0000
60579,WAIT_AMBIENT,1,54000,55,2.6250,0.7500,28.00,28.00,0.00,-1.00,24.4,-1.0000
61579,WAIT_AMBIENT,1,55000,56,2.7500,0.7500,28.50,28.25,0.25,-1.00,24.4,-1.0000
62579,WAIT_AMBIENT,1,56000,57,2.8750,0.8750,28.75,28.25,0.50,-1.00,24.4,-1.0000
63579,WAIT_AMBIENT,1,57000,58,3.0000,0.8750,28.25,28.00,0.25,-1.00,24.4,-1.0000
64579,WAIT_AMBIENT,1,58000,59,3.1250,0.8750,28.75,29.00,-0.25,-1.00,24.4,-1.0000
65579,WAIT_AMBIENT,1,59000,60,3.1250,0.8750,28.50,27.50,1.00,-1.00,24.4,-1.0000
66579,WAIT_AMBIENT,1,60000,61,3.2500,1.0000,28.50,28.25,0.25,-1.00,24.4,-1.0000
67579,WAIT_AMBIENT,1,61000,62,3.2500,0.8750,28.50,27.75,0.75,-1.00,24.4,-1.0000
68579,WAIT_AMBIENT,1,62000,63,3.3750,1.0000,28.75,28.00,0.75,-1.00,24.4,-1.0000
69579,WAIT_AMBIENT,1,63000,64,3.5000,1.0000,28.25,27.75,0.50,-1.00,24.4,-1.0000
70579,WAIT_AMBIENT,1,64000,65,3.5000,1.1250,28.50,29.00,-0.50,-1.00,24.4,-1.0000
71579,WAIT_AMBIENT,1,65000,66,3.6250,1.1250,28.75,28.50,0.25,-1.00,24.4,-1.0000
72579,WAIT_AMBIENT,1,66000,67,3.7500,1.1250,28.00,28.00,0.00,-1.00,24.4,-1.0000
73579,WAIT_AMBIENT,1,67000,68,3.8750,1.2500,28.25,28.25,0.00,-1.00,24.4,-1.0000
74579,WAIT_AMBIENT,1,68000,69,3.8750,1.2500,28.50,28.00,0.50,-1.00,24.3,-1.0000
75579,WAIT_AMBIENT,1,69000,70,4.0000,1.2500,27.75,27.75,0.00,-1.00,24.3,-1.0000
76579,WAIT_AMBIENT,1,70000,71,4.0000,1.2500,28.25,27.00,1.25,-1.00,24.4,-1.0000
77579,WAIT_AMBIENT,1,71000,72,4.1250,1.2500,29.50,28.00,1.50,-1.00,24.4,-1.0000
78579,WAIT_AMBIENT,1,72000,73,4.2500,1.3750,28.50,27.00,1.50,-1.00,24.4,-1.0000
79579,WAIT_AMBIENT,1,73000,74,4.2500,1.3750,28.50,27.75,0.75,-1.00,24.4,-1.0000
80579,WAIT_AMBIENT,1,74000,75,4.3750,1.3750,28.25,27.75,0.50,-1.00,24.4,-1.0000
81579,WAIT_AMBIENT,1,75000,76,4.3750,1.3750,28.25,28.25,0.00,-1.00,24.4,-1.0000
82579,WAIT_AMBIENT,1,76000,77,4.5000,1.5000,28.50,28.00,0.50,-1.00,24.4,-1.0000
83579,WAIT_AMBIENT,1,77000,78,4.5000,1.5000,28.50,28.00,0.50,-1.00,24.4,-1.0000
84579,WAIT_AMBIENT,1,78000,79,4.6250,1.5000,28.00,29.00,-1.00,-1.00,24.4,-1.0000
85579,WAIT_AMBIENT,1,79000,80,4.6250,1.5000,28.50,28.25,0.25,-1.00,24.3,-1.0000
86579,WAIT_AMBIENT,1,80000,81,4.7500,1.6250,27.50,27.25,0.25,-1.00,24.3,-1.0000
87579,WAIT_AMBIENT,1,81000,82,4.7500,1.6250,28.00,27.50,0.50,-1.00,24.3,-1.0000
88579,WAIT_AMBIENT,1,82000,83,4.8750,1.6250,28.50,28.00,0.50,-1.00,24.3,-1.0000
89579,WAIT_AMBIENT,1,83000,84,4.8750,1.6250,28.25,27.50,0.75,-1.00,24.3,-1.0000
90579,WAIT_AMBIENT,1,84000,85,5.0000,1.7500,28.00,28.00,0.00,-1.00,24.4,-1.0000
91579,WAIT_AMBIENT,1,85000,86,5.0000,1.7500,28.25,28.00,0.25,-1.00,24.4,-1.0000
92579,WAIT_AMBIENT,1,86000,87,5.0000,1.7500,28.00,28.00,0.00,-1.00,24.3,-1.0000
93579,WAIT_AMBIENT,1,87000,88,5.1250,1.7500,28.50,28.00,0.50,-1.00,24.3,-1.0000
94579,WAIT_AMBIENT,1,88000,89,5.1250,1.7500,28.25,29.00,-0.75,-1.00,24.4,-1.0000
95579,WAIT_AMBIENT,1,89000,90,5.1250,1.8750,28.25,28.25,0.00,-1.00,24.4,-1.0000
96579,WAIT_AMBIENT,1,90000,91,5.2500,1.8750,28.25,28.00,0.25,-1.00,24.4,-1.0000
97579,WAIT_AMBIENT,1,91000,92,5.3750,1.8750,28.50,28.25,0.25,-1.00,24.4,-1.0000
98579,WAIT_AMBIENT,1,92000,93,5.3750,1.8750,28.25,27.25,1.00,-1.00,24.4,-1.0000
99579,WAIT_AMBIENT,1,93000,94,5.3750,2.0000,28.50,28.00,0.50,-1.00,24.4,-1.0000
100579,WAIT_AMBIENT,1,94000,95,5.3750,2.0000,28.50,27.75,0.75,-1.00,24.4,-1.0000
101579,WAIT_AMBIENT,1,95000,96,5.5000,2.0000,28.00,28.75,-0.75,-1.00,24.3,-1.0000
102579,WAIT_AMBIENT,1,96000,97,5.5000,2.0000,28.50,27.75,0.75,-1.00,24.3,-1.0000
103579,WAIT_AMBIENT,1,97000,98,5.5000,2.0000,28.00,27.50,0.50,-1.00,24.3,-1.0000
104579,WAIT_AMBIENT,1,98000,99,5.6250,2.1250,28.50,28.25,0.25,-1.00,24.3,-1.0000
105579,WAIT_AMBIENT,1,99000,100,5.6250,2.1250,28.25,28.00,0.25,-1.00,24.3,-1.0000
106579,WAIT_AMBIENT,1,100000,101,5.6250,2.1250,28.75,28.00,0.75,-1.00,24.3,-1.0000
107579,WAIT_AMBIENT,1,101000,102,5.7500,2.2500,28.50,28.25,0.25,-1.00,24.3,-1.0000
108579,WAIT_AMBIENT,1,102000,103,5.7500,2.2500,28.25,28.25,0.00,-1.00,24.3,-1.0000
109579,WAIT_AMBIENT,1,103000,104,5.7500,2.2500,28.25,27.25,1.00,-1.00,24.3,-1.0000
110579,WAIT_AMBIENT,1,104000,105,5.8750,2.2500,28.25,27.75,0.50,-1.00,24.3,-1.0000
111579,WAIT_AMBIENT,1,105000,106,5.8750,2.3750,28.00,28.00,0.00,-1.00,24.3,-1.0000
112579,WAIT_AMBIENT,1,106000,107,5.8750,2.3750,28.50,27.75,0.75,-1.00,24.3,-1.0000
113579,WAIT_AMBIENT,1,107000,108,6.0000,2.3750,28.50,28.25,0.25,-1.00,24.3,-1.0000
114579,WAIT_AMBIENT,1,108000,109,6.0000,2.5000,29.00,28.25,0.75,-1.00,24.3,-1.0000
115579,WAIT_AMBIENT,1,109000,110,6.0000,2.3750,28.50,27.50,1.00,-1.00,24.3,-1.0000
116579,WAIT_AMBIENT,1,110000,111,6.1250,2.5000,28.50,28.00,0.50,-1.00,24.3,-1.0000
117579,WAIT_AMBIENT,1,111000,112,6.1250,2.5000,28.75,28.25,0.50,-1.00,24.3,-1.0000
118579,WAIT_AMBIENT,1,112000,113,6.1250,2.5000,28.50,28.50,0.00,-1.00,24.3,-1.0000
119579,WAIT_AMBIENT,1,113000,114,6.1250,2.5000,28.25,28.00,0.25,-1.00,24.3,-1.0000
120579,WAIT_AMBIENT,1,114000,115,6.1250,2.6250,28.25,27.25,1.00,-1.00,24.3,-1.0000
121579,WAIT_AMBIENT,1,115000,116,6.1250,2.5000,28.25,28.50,-0.25,-1.00,24.3,-1.0000
122579,WAIT_AMBIENT,1,116000,117,6.1250,2.6250,28.50,27.50,1.00,-1.00,24.3,-1.0000
123579,WAIT_AMBIENT,1,117000,118,6.2500,2.6250,28.50,28.00,0.50,-1.00,24.3,-1.0000
124579,WAIT_AMBIENT,1,118000,119,6.2500,2.6250,28.25,28.00,0.25,-1.00,24.3,-1.0000
125579,WAIT_AMBIENT,1,119000,120,6.2500,2.7500,28.25,28.00,0.25,-1.00,24.3,-1.0000
126579,WAIT_AMBIENT,1,120000,121,6.3750,2.7500,28.25,28.50,-0.25,-1.00,24.3,-1.0000
127579,WAIT_AMBIENT,1,121000,122,6.3750,2.7500,28.75,27.75,1.00,-1.00,24.3,-1.0000
128579,WAIT_AMBIENT,1,122000,123,6.3750,2.7500,28.50,27.75,0.75,-1.00,24.3,-1.0000
129579,WAIT_AMBIENT,1,123000,124,6.3750,2.7500,28.75,28.25,0.50,-1.00,24.3,-1.0000
130579,WAIT_AMBIENT,1,124000,125,6.3750,2.8750,28.00,27.75,0.25,-1.00,24.3,-1.0000
131579,WAIT_AMBIENT,1,125000,126,6.3750,2.8750,28.25,27.75,0.50,-1.00,24.3,-1.0000
132579,WAIT_AMBIENT,1,126000,127,6.5000,2.8750,28.25,28.50,-0.25,-1.00,24.3,-1.0000
133579,WAIT_AMBIENT,1,127000,128,6.5000,2.8750,28.25,27.75,0.50,-1.00,24.3,-1.0000
134579,WAIT_AMBIENT,1,128000,129,6.5000,3.0000,28.50,27.75,0.75,-1.00,24.3,-1.0000
135579,WAIT_AMBIENT,1,129000,130,6.5000,3.0000,28.50,27.75,0.75,-1.00,24.3,-1.0000
136579,WAIT_AMBIENT,1,130000,131,6.5000,3.0000,28.25,28.25,0.00,-1.00,24.3,-1.0000
137579,WAIT_AMBIENT,1,131000,132,6.5000,3.0000,28.25,28.50,-0.25,-1.00,24.3,-1.0000
138579,WAIT_AMBIENT,1,132000,133,6.5000,3.0000,28.00,27.75,0.25,-1.00,24.3,-1.0000
139579,WAIT_AMBIENT,1,133000,134,6.6250,3.0000,28.25,27.75,0.50,-1.00,24.3,-1.0000
140579,WAIT_AMBIENT,1,134000,135,6.6250,3.1250,28.25,28.00,0.25,-1.00,24.3,-1.0000
141579,WAIT_AMBIENT,1,135000,136,6.6250,3.0000,28.25,28.00,0.25,-1.00,24.3,-1.0000
142579,WAIT_AMBIENT,1,136000,137,6.6250,3.1250,28.25,28.00,0.25,-1.00,24.3,-1.0000
143579,WAIT_AMBIENT,1,137000,138,6.6250,3.1250,28.25,28.25,0.00,-1.00,24.3,-1.0000
144579,WAIT_AMBIENT,1,138000,139,6.6250,3.1250,28.50,27.25,1.25,-1.00,24.3,-1.0000
145579,WAIT_AMBIENT,1,139000,140,6.7500,3.2500,28.25,27.50,0.75,-1.00,24.3,-1.0000
146579,WAIT_AMBIENT,1,140000,141,6.6250,3.2500,28.25,27.50,0.75,-1.00,24.3,-1.0000
147579,WAIT_AMBIENT,1,141000,142,6.7500,3.2500,28.25,28.25,0.00,-1.00,24.3,-1.0000
148579,WAIT_AMBIENT,1,142000,143,6.7500,3.2500,28.00,28.50,-0.50,-1.00,24.3,-1.0000
149579,WAIT_AMBIENT,1,143000,144,6.7500,3.2500,27.75,27.75,0.00,-1.00,24.3,-1.0000
150579,WAIT_AMBIENT,1,144000,145,6.7500,3.2500,28.25,28.75,-0.50,-1.00,24.3,-1.0000
151579,WAIT_AMBIENT,1,145000,146,6.7500,3.3750,28.25,28.00,0.25,-1.00,24.3,-1.0000
152579,WAIT_AMBIENT,1,146000,147,6.7500,3.3750,28.00,28.25,-0.25,-1.00,24.3,-1.0000
153579,WAIT_AMBIENT,1,147000,148,6.7500,3.3750,29.00,27.75,1.25,-1.00,24.3,-1.0000
154579,WAIT_AMBIENT,1,148000,149,6.7500,3.3750,28.25,27.75,0.50,-1.00,24.3,-1.0000
155579,WAIT_AMBIENT,1,149000,150,6.7500,3.3750,27.75,27.00,0.75,-1.00,24.3,-1.0000
156579,WAIT_AMBIENT,1,150000,151,6.7500,3.3750,28.00,28.25,-0.25,-1.00,24.3,-1.0000
157579,WAIT_AMBIENT,1,151000,152,6.7500,3.3750,28.25,27.75,0.50,-1.00,24.3,-1.0000
158579,WAIT_AMBIENT,1,152000,153,6.7500,3.5000,28.25,27.50,0.75,-1.00,24.3,-1.0000
159579,WAIT_AMBIENT,1,153000,154,6.7500,3.5000,28.25,27.50,0.75,-1.00,24.3,-1.0000
160579,WAIT_AMBIENT,1,154000,155,6.7500,3.5000,28.25,27.75,0.50,-1.00,24.3,-1.0000
161579,WAIT_AMBIENT,1,155000,156,6.8750,3.5000,28.00,28.50,-0.50,-1.00,24.3,-1.0000
162579,WAIT_AMBIENT,1,156000,157,6.8750,3.5000,27.50,28.25,-0.75,-1.00,24.3,-1.0000
163579,WAIT_AMBIENT,1,157000,158,6.8750,3.6250,28.75,28.75,0.00,-1.00,24.3,-1.0000
164579,WAIT_AMBIENT,1,158000,159,6.8750,3.6250,28.25,28.25,0.00,-1.00,24.3,-1.0000
165579,WAIT_AMBIENT,1,159000,160,6.7500,3.6250,28.00,28.50,-0.50,-1.00,24.3,-1.0000
166579,WAIT_AMBIENT,1,160000,161,6.8750,3.6250,28.50,27.25,1.25,-1.00,24.3,-1.0000
167579,WAIT_AMBIENT,1,161000,162,6.8750,3.6250,28.25,28.75,-0.50,-1.00,24.3,-1.0000
168579,WAIT_AMBIENT,1,162000,163,6.8750,3.6250,28.00,28.00,0.00,-1.00,24.3,-1.0000
169579,WAIT_AMBIENT,1,163000,164,6.8750,3.6250,28.50,28.25,0.25,-1.00,24.3,-1.0000
170579,WAIT_AMBIENT,1,164000,165,6.8750,3.6250,28.25,28.50,-0.25,-1.00,24.3,-1.0000
171579,WAIT_AMBIENT,1,165000,166,6.8750,3.7500,28.25,28.25,0.00,-1.00,24.3,-1.0000
172579,WAIT_AMBIENT,1,166000,167,6.8750,3.7500,28.50,27.25,1.25,-1.00,24.3,-1.0000
173579,WAIT_AMBIENT,1,167000,168,6.8750,3.7500,28.25,28.25,0.00,-1.00,24.3,-1.0000
174579,WAIT_AMBIENT,1,168000,169,6.8750,3.7500,28.25,28.00,0.25,-1.00,24.3,-1.0000
175579,WAIT_AMBIENT,1,169000,170,6.8750,3.7500,28.00,27.50,0.50,-1.00,24.3,-1.0000
176579,WAIT_AMBIENT,1,170000,171,6.8750,3.8750,28.25,27.75,0.50,-1.00,24.3,-1.0000
177579,WAIT_AMBIENT,1,171000,172,6.8750,3.8750,28.25,27.00,1.25,-1.00,24.3,-1.0000
178579,WAIT_AMBIENT,1,172000,173,6.8750,3.8750,28.25,28.00,0.25,-1.00,24.3,-1.0000
179579,WAIT_AMBIENT,1,173000,174,6.8750,3.8750,28.50,27.75,0.75,-1.00,24.3,-1.0000
180579,WAIT_AMBIENT,1,174000,175,6.8750,3.8750,28.25,28.00,0.25,-1.00,24.3,-1.0000
181579,WAIT_AMBIENT,1,175000,176,6.8750,3.8750,28.25,28.00,0.25,-1.00,24.3,-1.0000
182579,WAIT_AMBIENT,1,176000,177,6.8750,4.0000,28.25,28.00,0.25,-1.00,24.3,-1.0000
183579,WAIT_AMBIENT,1,177000,178,6.8750,3.8750,28.25,28.00,0.25,-1.00,24.3,-1.0000
184579,WAIT_AMBIENT,1,178000,179,6.8750,4.0000,28.25,28.00,0.25,-1.00,24.3,-1.0000
185579,WAIT_AMBIENT,1,179000,180,6.8750,4.0000,28.25,28.00,0.25,-1.00,24.3,-1.0000
186579,WAIT_AMBIENT,1,180000,181,6.8750,4.0000,28.00,28.25,-0.25,-1.00,24.3,-1.0000
187579,WAIT_AMBIENT,1,181000,182,6.8750,4.0000,28.00,27.75,0.25,-1.00,24.3,-1.0000
188579,WAIT_AMBIENT,1,182000,183,6.8750,4.0000,28.25,27.50,0.75,-1.00,24.3,-1.0000
189579,WAIT_AMBIENT,1,183000,184,6.8750,4.0000,28.00,28.50,-0.50,-1.00,24.3,-1.0000
190579,WAIT_AMBIENT,1,184000,185,6.8750,4.0000,28.00,27.75,0.25,-1.00,24.2,-1.0000
191579,WAIT_AMBIENT,1,185000,186,6.7500,4.1250,28.00,27.50,0.50,-1.00,24.2,-1.0000
192579,WAIT_AMBIENT,1,186000,187,6.7500,4.0000,29.50,28.25,1.25,-1.00,24.3,-1.0000
193579,WAIT_AMBIENT,1,187000,188,6.7500,4.1250,28.00,28.00,0.00,-1.00,24.3,-1.0000
194579,WAIT_AMBIENT,1,188000,189,6.7500,4.1250,28.00,28.50,-0.50,-1.00,24.3,-1.0000
195579,WAIT_AMBIENT,1,189000,190,6.8750,4.1250,28.25,28.25,0.00,-1.00,24.3,-1.0000
196579,WAIT_AMBIENT,1,190000,191,6.7500,4.1250,28.50,28.25,0.25,-1.00,24.3,-1.0000
197579,WAIT_AMBIENT,1,191000,192,6.7500,4.1250,28.00,27.00,1.00,-1.00,24.2,-1.0000
198579,WAIT_AMBIENT,1,192000,193,6.7500,4.2500,28.25,27.50,0.75,-1.00,24.2,-1.0000
199579,WAIT_AMBIENT,1,193000,194,6.7500,4.2500,28.50,27.50,1.00,-1.00,24.2,-1.0000
200579,WAIT_AMBIENT,1,194000,195,6.7500,4.2500,28.00,27.25,0.75,-1.00,24.2,-1.0000
201579,WAIT_AMBIENT,1,195000,196,6.7500,4.2500,28.25,27.50,0.75,-1.00,24.2,-1.0000
202579,WAIT_AMBIENT,1,196000,197,6.7500,4.2500,28.00,28.00,0.00,-1.00,24.3,-1.0000
203579,WAIT_AMBIENT,1,197000,198,6.7500,4.2500,27.50,27.75,-0.25,-1.00,24.3,-1.0000
204579,WAIT_AMBIENT,1,198000,199,6.7500,4.2500,28.25,27.25,1.00,-1.00,24.2,-1.0000
205579,WAIT_AMBIENT,1,199000,200,6.7500,4.2500,28.00,27.25,0.75,-1.00,24.2,-1.0000
206579,WAIT_AMBIENT,1,200000,201,6.7500,4.3750,28.25,28.00,0.25,-1.00,24.2,-1.0000
207579,WAIT_AMBIENT,1,201000,202,6.7500,4.3750,28.25,27.50,0.75,-1.00,24.2,-1.0000
208579,WAIT_AMBIENT,1,202000,203,6.7500,4.3750,28.00,28.00,0.00,-1.00,24.3,-1.0000
209579,WAIT_AMBIENT,1,203000,204,6.7500,4.3750,28.25,27.50,0.75,-1.00,24.3,-1.0000
210579,WAIT_AMBIENT,1,204000,205,6.7500,4.3750,28.00,27.50,0.50,-1.00,24.3,-1.0000
211579,WAIT_AMBIENT,1,205000,206,6.7500,4.3750,27.75,27.50,0.25,-1.00,24.2,-1.0000
212579,WAIT_AMBIENT,1,206000,207,6.6250,4.3750,27.75,27.75,0.00,-1.00,24.2,-1.0000
213579,WAIT_AMBIENT,1,207000,208,6.7500,4.3750,28.25,28.50,-0.25,-1.00,24.2,-1.0000
214579,WAIT_AMBIENT,1,208000,209,6.6250,4.3750,27.75,27.25,0.50,-1.00,24.2,-1.0000
215579,WAIT_AMBIENT,1,209000,210,6.6250,4.5000,28.00,28.00,0.00,-1.00,24.3,-1.0000
216579,WAIT_AMBIENT,1,210000,211,6.6250,4.5000,27.50,27.75,-0.25,-1.00,24.3,-1.0000
217579,WAIT_AMBIENT,1,211000,212,6.6250,4.5000,28.25,27.25,1.00,-1.00,24.3,-1.0000
218579,WAIT_AMBIENT,1,212000,213,6.6250,4.5000,29.25,27.50,1.75,-1.00,24.2,-1.0000
219579,WAIT_AMBIENT,1,213000,214,6.6250,4.5000,28.25,27.00,1.25,-1.00,24.2,-1.0000
220579,WAIT_AMBIENT,1,214000,215,6.6250,4.5000,28.00,27.25,0.75,-1.00,24.2,-1.0000
221579,WAIT_AMBIENT,1,215000,216,6.6250,4.5000,28.25,27.50,0.75,-1.00,24.2,-1.0000
222579,WAIT_AMBIENT,1,216000,217,6.6250,4.5000,28.50,27.50,1.00,-1.00,24.2,-1.0000
223579,WAIT_AMBIENT,1,217000,218,6.6250,4.6250,28.25,27.75,0.50,-1.00,24.2,-1.0000
224579,WAIT_AMBIENT,1,218000,219,6.6250,4.5000,28.00,27.00,1.00,-1.00,24.2,-1.0000
225579,WAIT_AMBIENT,1,219000,220,6.6250,4.5000,28.00,27.25,0.75,-1.00,24.2,-1.0000
226579,WAIT_AMBIENT,1,220000,221,6.5000,4.5000,28.25,28.00,0.25,-1.00,24.2,-1.0000
227579,WAIT_AMBIENT,1,221000,222,6.5000,4.6250,27.50,27.00,0.50,-1.00,24.3,-1.0000
