n,b_per_K,dT_K,pressure_Torr,R_total_percent
1.5,0.0,20.0,1.5918957435379262e-05,9.007690070103402
1.5,0.0,20.0,1.675607515807796e-05,9.007149420083692
1.5,0.0,20.0,1.7637213733555513e-05,9.006580411480037
1.5,0.0,20.0,1.856468805185294e-05,9.005981560794352
1.5,0.0,20.0,1.9540934734317207e-05,9.005351307353493
1.5,0.0,20.0,2.0568518534990005e-05,9.004688009340512
1.5,0.0,20.0,2.16501390786212e-05,9.003989939627278
1.5,0.0,20.0,2.2788637953008883e-05,9.003255281398314
1.5,0.0,20.0,2.398700617429896e-05,9.002482123556433
1.5,0.0,20.0,2.524839204485615e-05,9.001668455899758
1.5,0.0,20.0,2.6576109424351078e-05,9.000812164059635
1.5,0.0,20.0,2.7973646435792565e-05,8.999911024188156
1.5,0.0,20.0,2.944467462937673e-05,8.998962697384272
1.5,0.0,20.0,3.099305862822877e-05,8.99796472384602
1.5,0.0,20.0,3.262286628137751e-05,8.996914516737142
1.5,0.0,20.0,3.4338379350636436e-05,8.995809355754902
1.5,0.0,20.0,3.614410475946777e-05,8.994646380386207
1.5,0.0,20.0,3.804478643338092e-05,8.993422582838395
1.5,0.0,20.0,4.004541776297339e-05,8.992134800630435
1.5,0.0,20.0,4.2151254722355876e-05,8.990779708830576
1.5,0.0,20.0,4.4367829677424884e-05,8.98935381192516
1.5,0.0,20.0,4.670096592026105e-05,8.987853435303506
1.5,0.0,20.0,4.915679296783598e-05,8.986274716343656
1.5,0.0,20.0,5.1741762665220194e-05,8.984613595082314
1.5,0.0,20.0,5.446266613559836e-05,8.982865804453555
1.5,0.0,20.0,5.732665162162057e-05,8.981026860079155
1.5,0.0,20.0,6.034124326496378e-05,8.97909204959426
1.5,0.0,20.0,6.351436087343933e-05,8.977056421491003
1.5,0.0,20.0,6.685434072757668e-05,8.974914773463617
1.5,0.0,20.0,7.0369957481348e-05,8.972661640237444
1.5,0.0,20.0,7.407044721456818e-05,8.970291280865084
1.5,0.0,20.0,7.796553169753365e-05,8.967797665472643
1.5,0.0,20.0,8.206544393164628e-05,8.965174461439407
1.5,0.0,20.0,8.638095503312318e-05,8.96241501899473
1.5,0.0,20.0,9.092340253041709e-05,8.959512356216216
1.5,0.0,20.0,9.570472014969265e-05,8.956459143413875
1.5,0.0,20.0,0.0001007374691666083,8.953247686886257
1.5,0.0,20.0,0.00010603487140676776,8.949869912034991
1.5,0.0,20.0,0.00011161084398154249,8.946317345825538
1.5,0.0,20.0,0.00011748003585051882,8.942581098584125
1.5,0.0,20.0,0.00012365786630662512,8.938651845121282
1.5,0.0,20.0,0.00013016056548504753,8.9345198051761
1.5,0.0,20.0,0.00013700521700235475,8.930174723176055
1.5,0.0,20.0,0.00014420980283785405,8.925605847311724
1.5,0.0,20.0,0.00015179325057508813,8.920801907927501
1.5,0.0,20.0,0.00015977548312758196,8.915751095233816
1.5,0.0,20.0,0.0001681774710794807,8.910441036350637
1.5,0.0,20.0,0.00017702128777858126,8.904858771696201
1.5,0.0,20.0,0.00018633016732650035,8.898990730740742
1.5,0.0,20.0,0.00019612856561832342,8.89282270715055
1.5,0.0,20.0,0.00020644222459210038,8.886339833354873
1.5,0.0,20.0,0.0002172982398569764,8.879526554575046
1.5,0.0,20.0,0.000228725131877633,8.872366602363835
1.5,0.0,20.0,0.00024075292090204643,8.864842967712283
1.5,0.0,20.0,0.0002534132058294167,8.856937873791203
1.5,0.0,20.0,0.00026673924722545863,8.848632748405683
1.5,0.0,20.0,0.00028076605470315704,8.839908196253532
1.5,0.0,20.0,0.00029553047889854095,8.830743971091671
1.5,0.0,20.0,0.0003110713082831198,8.821118947929406
1.5,0.0,20.0,0.00032742937106731496,8.811011095383492
1.5,0.0,20.0,0.0003446476424626117,8.80039744834713
1.5,0.0,20.0,0.0003627713575842168,8.789254081144104
1.5,0.0,20.0,0.0003818481302908447,8.777556081359217
1.5,0.0,20.0,0.000401928078273833,8.765277524558313
1.5,0.0,20.0,0.0004230639547242269,8.75239145013429
1.5,0.0,20.0,0.00044531128692373064,8.73886983854062
1.5,0.0,20.0,0.00046872852212363986,8.724683590200065
1.5,0.0,20.0,0.0004933771810949873,8.709802506404829
1.5,0.0,20.0,0.0005193220197533174,8.69419527255344
1.5,0.0,20.0,0.0005466311992826877,8.677829444100382
1.5,0.0,20.0,0.0005753764652058564,8.660671435627698
1.5,0.0,20.0,0.0006056333358710846,8.642686513479635
1.5,0.0,20.0,0.0006374813008507548,8.623838792436644
1.5,0.0,20.0,0.0006710040297730123,8.604091236939704
1.5,0.0,20.0,0.0007062895921350836,8.583405667410403
1.5,0.0,20.0,0.0007434306886757332,8.561742772248081
1.5,0.0,20.0,0.0007825248949147308,8.539062126119369
1.5,0.0,20.0,0.000823674917499137,8.515322215188291
1.5,0.0,20.0,0.0008669888640298618,8.490480469967633
1.5,0.0,20.0,0.0009125805270773933,8.46449330650001
1.5,0.0,20.0,0.000960569683132825,8.437316176603659
1.5,0.0,20.0,0.0010110824072795995,8.408903627938136
1.5,0.0,20.0,0.0010642514044126353,8.379209374661723
1.5,0.0,20.0,0.0011202163578750272,8.348186379460554
1.5,0.0,20.0,0.001179124296428216,8.315786947731429
1.5,0.0,20.0,0.0012411299805197495,8.281962834691381
1.5,0.0,20.0,0.0013063963088633807,8.24666536616876
1.5,0.0,20.0,0.001375094746399698,8.209845573798447
1.5,0.0,20.0,0.0014474057747615632,8.171454345299356
1.5,0.0,20.0,0.0015235193664278428,8.131442590450577
1.5,0.0,20.0,0.0016036354838110682,8.089761423304576
1.5,0.0,20.0,0.0016879646045902495,8.046362361078362
1.5,0.0,20.0,0.0017767282746689304,8.001197540046135
1.5,0.0,20.0,0.001870159690211239,7.954219948616448
1.5,0.0,20.0,0.0019685043102849846,7.9053836776155295
1.5,0.0,20.0,0.0020720205017213666,7.854644187610527
1.5,0.0,20.0,0.002180980217885382,7.801958592896252
1.5,0.0,20.0,0.002295669713140234,7.747285961533379
1.5,0.0,20.0,0.0024163902948826843,7.690587630565959
1.5,0.0,20.0,0.0025434591151251343,7.6318275352643905
1.5,0.0,20.0,0.0026772100037039774,7.570972550935395
1.5,0.0,20.0,0.002817994345303258,7.5079928455190625
1.5,0.0,20.0,0.002966182002597652,7.44286224085553
1.5,0.0,20.0,0.003122162287940079,7.375558580155461
1.5,0.0,20.0,0.003286344986146649,7.306064098856568
1.5,0.0,20.0,0.0034591614310660406,7.234365795694986
1.5,0.0,20.0,0.0036410656387615443,7.160455800478083
1.5,0.0,20.0,0.0038325355002829073,7.084331734717764
1.5,0.0,20.0,0.004034074037161489,7.005997060982638
1.5,0.0,20.0,0.004246210722927182,6.92546141656194
1.5,0.0,20.0,0.004469502874118922,6.842740926813673
1.5,0.0,20.0,0.0047045371144431225,6.7578584934059105
1.5,0.0,20.0,0.0049519309159267244,6.670844052561753
1.5,0.0,20.0,0.005212334221113589,6.581734798396099
1.5,0.0,20.0,0.005486431150566126,6.490575366495643
1.5,0.0,20.0,0.005774941800157897,6.397417973047692
1.5,0.0,20.0,0.006078624132879112,6.302322505077318
1.5,0.0,20.0,0.006398275970124932,6.20535655770873
1.5,0.0,20.0,0.0067347370876981874,6.106595414825988
1.5,0.0,20.0,0.00708889142203283,6.006121970071554
1.5,0.0,20.0,0.007461669392434449,5.904026585782929
1.5,0.0,20.0,0.007854050345438509,5.8004068882195225
1.5,0.0,20.0,0.008267065127708247,5.695367498265624
1.5,0.0,20.0,0.008701798794231424,5.589019697695075
1.5,0.0,20.0,0.009159393458931004,5.4814810320325424
1.5,0.0,20.0,0.009641051295178548,5.372874852026954
1.5,0.0,20.0,0.010148037694093356,5.263329796740979
1.5,0.0,20.0,0.010681684588924543,5.152979222235365
1.5,0.0,20.0,0.011243393954249776,5.041960580763338
1.5,0.0,20.0,0.011834641489183688,4.930414756264612
1.5,0.0,20.0,0.012456980494272218,4.818485362737546
1.5,0.0,20.0,0.013112045952258273,4.70631801275081
1.5,0.0,20.0,0.013801558823439189,4.594059563911745
1.5,0.0,20.0,0.014527330566900996,4.481857351525598
1.5,0.0,20.0,0.015291267899507171,4.369858415940175
1.5,0.0,20.0,0.01609537780514473,4.258208733172952
1.5,0.0,20.0,0.016941772807387345,4.147052457354605
1.5,0.0,20.0,0.01783267651942814,4.0365311832984085
1.5,0.0,20.0,0.018770429485862314,3.9267832371249645
1.5,0.0,20.0,0.019757495331666965,3.8179430023472127
1.5,0.0,20.0,0.020796467234532736,3.710140288166275
1.5,0.0,20.0,0.021890074737550433,3.6034997459627904
1.5,0.0,20.0,0.023041190920151493,3.4981403391126875
1.5,0.0,20.0,0.024252839946140786,3.3941748703319785
1.5,0.0,20.0,0.025528205008652223,3.2917095697876375
1.5,0.0,20.0,0.02687063669289897,3.1908437462239148
1.5,0.0,20.0,0.028283661778689566,3.091669502369121
1.5,0.0,20.0,0.02977099250583475,2.994271514929858
1.5,0.0,20.0,0.03133653632678728,2.8987268785652276
1.5,0.0,20.0,0.03298440617213562,2.8051050123846455
1.5,0.0,20.0,0.03471893125592162,2.713467626739008
1.5,0.0,20.0,0.03654466844916867,2.6238687473918
1.5,0.0,20.0,0.03846641425150099,2.5363547935695285
1.5,0.0,20.0,0.04048921739230442,2.450964705906733
1.5,0.0,20.0,0.04261839209453522,2.367730119919864
1.5,0.0,20.0,0.04485953203602197,2.286675580366726
1.5,0.0,20.0,0.04721852504494004,2.2078187916710235
1.5,0.0,20.0,0.04970156856806445,2.131170899506807
1.5,0.0,20.0,0.052315185952440606,2.0567367986410234
1.5,0.0,20.0,0.055066243583245855,1.9845154622135652
1.5,0.0,20.0,0.05796196892286703,1.9145002877829054
1.5,0.0,20.0,0.06100996949858357,1.8466794556736277
1.5,0.0,20.0,0.0642182528887423,1.7810362954178816
1.5,0.0,20.0,0.06759524775992874,1.7175496563759607
1.5,0.0,20.0,0.07114982601040433,1.6561942789429462
1.5,0.0,20.0,0.07489132607798205,1.5969411630886832
1.5,0.0,20.0,0.07882957747357616,1.5397579313287668
1.5,0.0,20.0,0.08297492660487786,1.484609183577934
1.5,0.0,20.0,0.08733826395800094,1.431456841686729
1.5,0.0,20.0,0.09193105270850606,1.3802604818026865
1.5,0.0,20.0,0.09676535883697175,1.330977653023302
1.5,0.0,20.0,0.10185388282822885,1.2835641811161702
1.5,0.0,20.0,0.10720999303753742,1.2379744563700834
1.5,0.0,20.0,0.11284776081136579,1.1941617049052056
1.5,0.0,20.0,0.11878199745503625,1.1520782430124
1.5,0.0,20.0,0.12502829314436154,1.1116757143081468
1.5,0.0,20.0,0.1316030578834957,1.0729053096840246
1.5,0.0,20.0,0.13852356461660462,1.0357179701981467
1.5,0.0,20.0,0.1458079946066139,1.000064573200432
1.5,0.0,20.0,0.15347548520025558,0.9658961021071555
1.5,0.0,20.0,0.16154618010489644,0.9331638003413412
1.5,0.0,20.0,0.17004128230923643,0.9018193100390315
1.5,0.0,20.0,0.1789831097869027,0.8718147961863432
1.5,0.0,20.0,0.1883951541292886,0.843103056900274
1.5,0.0,20.0,0.19830214226166915,0.8156376206022831
1.5,0.0,20.0,0.2087301014047364,0.7893728308538739
1.5,0.0,20.0,0.21970642745221153,0.7642639196352663
1.5,0.0,20.0,0.23125995694418106,0.740267069848155
1.5,0.0,20.0,0.2434210428252359,0.7173394678170464
1.5,0.0,20.0,0.25622163418644706,0.6954393465489206
1.5,0.0,20.0,0.269695360200665,0.6745260204913395
1.5,0.0,20.0,0.28387761847166376,0.6545599125040491
1.5,0.0,20.0,0.29880566802922937,0.6355025737316611
1.5,0.0,20.0,0.3145187272145109,0.617316697033421
1.5,0.0,20.0,0.3310580767127861,0.5999661245935206
1.5,0.0,20.0,0.34846716800433625,0.5834158503008391
1.5,0.0,20.0,0.366791737518338,0.5676320174527572
1.5,0.0,20.0,0.38607992678968106,0.5525819123017639
1.5,0.0,20.0,0.40638240893437044,0.5382339539291348
1.5,0.0,20.0,0.42775252177579887,0.5245576808956098
1.5,0.0,20.0,0.45024640797162163,0.5115237350852064
1.5,0.0,20.0,0.4739231625093784,0.4991038431261474
1.5,0.0,20.0,0.49884498795834276,0.4872707957414235
1.5,0.0,20.0,0.5250773578854879,0.4759984253517979
1.5,0.0,20.0,0.552689188864875,0.4652615822257289
1.5,0.0,20.0,0.5817530215323635,0.4550361094435962
1.5,0.0,20.0,0.6123452111613106,0.4452988169186822
1.5,0.0,20.0,0.6445461282599118,0.4360274546932885
1.5,0.0,20.0,0.6784403697172101,0.4272006857064303
1.5,0.0,20.0,0.7141169810524661,0.4187980582086803
1.5,0.0,20.0,0.7516696903517901,0.41079997798112444
1.5,0.0,20.0,0.7911971545066018,0.40318768049660836
1.5,0.0,20.0,0.832803218400853,0.39594320314655373
1.5,0.0,20.0,0.8765971877279173,0.38904935764034754
1.5,0.0,20.0,0.9226941161538957,0.3824897026714291
1.5,0.0,20.0,0.9712151075817389,0.37624851693105477
1.5,0.0,20.0,1.0222876343103102,0.37031077253983913
1.5,0.0,20.0,1.076045871924221,0.3646621089562929
1.5,0.0,20.0,1.1326310517942668,0.3592888074125167
1.5,0.0,20.0,1.192191832114505,0.35417776591841754
1.5,0.0,20.0,1.254884688450791,0.3493164748686217
1.5,0.0,20.0,1.320874324826769,0.3446929932789722
1.5,0.0,20.0,1.3903341064273358,0.34029592567339506
1.5,0.0,20.0,1.4634465150563152,0.33611439963696643
1.5,0.0,20.0,1.5404036285449538,0.3321380440452826
1.5,0.0,20.0,1.6214076253706786,0.3283569679770393
1.5,0.0,20.0,1.7066713158118654,0.32476174031164096
1.5,0.0,20.0,1.7964187010339918,0.3213433700117285
1.5,0.0,20.0,1.8908855615760498,0.3180932870865849
1.5,0.0,20.0,1.990320076783208,0.3150033242301564
1.5,0.0,20.0,2.094983476813121,0.3120656991257631
1.5,0.0,20.0,2.205150728928738,0.3092729974068176
1.5,0.0,20.0,2.3211112598806958,0.30661815626225053
1.5,0.0,20.0,2.4431697162770436,0.3040944486732755
1.5,0.0,20.0,2.5716467649379586,0.301695468267571
1.5,0.0,20.0,2.7068799353380433,0.29941511477582505
1.5,0.0,20.0,2.849224506349518,0.2972475800749663
1.5,0.0,20.0,2.9990544396158607,0.29518733480171644
1.5,0.0,20.0,3.1567633620080344,0.29322911552016606
1.5,0.0,20.0,3.322765599744396,0.2913679124261215
1.5,0.0,20.0,3.497497266890997,0.2895989575716129
1.5,0.0,20.0,3.6814174111020592,0.2879177135920452
1.5,0.0,20.0,3.875009219610563,0.28631986291933753
1.5,0.0,20.0,4.078781288637367,0.2848012974637104
1.5,0.0,20.0,4.2932689595536635,0.28335810874775547
1.5,0.0,20.0,4.5190357253072495,0.28198657847586794
1.5,0.0,20.0,4.756674710807369,0.2806831695229217
1.5,0.0,20.0,5.00681023115746,0.27944451732604403
1.5,0.0,20.0,5.270099431829364,0.27826742166414675
1.5,0.0,20.0,5.547234015088183,0.27714883880938235
1.5,0.0,20.0,5.838942057203225,0.27608587403611384
1.5,0.0,20.0,6.145989921219274,0.27507577447252185
1.5,0.0,20.0,6.469184270313132,0.2741159222810152
1.5,0.0,20.0,6.8093741870250835,0.27320382815345656
1.5,0.0,20.0,7.16745340393265,0.27233712510816854
1.5,0.0,20.0,7.544362651627123,0.27151356257575365
1.5,0.0,20.0,7.941092130161139,0.2707310007614039
1.5,0.0,20.0,8.358684110460485,0.26998740527164333
1.5,0.0,20.0,8.798235672534217,0.269280841993913
1.5,0.0,20.0,9.26090158767697,0.268609472218051
1.5,0.0,20.0,9.74789735223523,0.26797154798867684
1.5,0.0,20.0,10.260502380908038,0.2673654076783549
1.5,0.0,20.0,10.800063367971216,0.26678947177156687
1.5,0.0,20.0,11.367997825255749,0.2662422388498564
1.5,0.0,20.0,11.965797806174857,0.26572228176919843
1.5,0.0,20.0,12.595033825583783,0.26522824402066547
1.5,0.0,20.0,13.257358985770013,0.26475883626586594
1.5,0.0,20.0,13.954513319413879,0.26431283303953723
1.5,0.0,20.0,14.688328360928756,0.26388906961085645
1.5,0.0,20.0,15.460731958190992,0.26348643899676283
1.5,0.0,20.0,16.273753337300388,0.26310388911974236
1.5,0.0,20.0,17.12952843367724,0.2627404201034578
1.5,0.0,20.0,18.03030550350178,0.26239508169985104
1.5,0.0,20.0,18.978451030237625,0.26206697084123487
1.5,0.0,20.0,19.976455941757308,0.2617552293116887
1.5,0.0,20.0,21.026942154402654,0.2614590415320528
1.5,0.0,20.0,22.13266946117282,0.2611776324530579
1.5,0.0,20.0,23.2965427821356,0.2609102655514395
1.5,0.0,20.0,24.521619796110887,0.26065624092421746
1.5,0.0,20.0,25.811118973675196,0.2604148934761241
1.5,0.0,20.0,27.1684280325918,0.26018559119620477
1.5,0.0,20.0,28.597112837879422,0.25996773351888436
1.5,0.0,20.0,30.100926769902348,0.2597607497654808
1.5,0.0,20.0,31.683820585092676,0.25956409766252353
1.5,0.0,20.0,33.34995279521093,0.25937726193285826
1.5,0.0,20.0,35.10370059241213,0.25919975295620734
1.5,0.0,20.0,36.94967134882033,0.2590311054957217
1.5,0.0,20.0,38.89271472082188,0.2588708774873938
1.5,0.0,20.0,40.93793538987814,0.25871864888911134
1.5,0.0,20.0,43.09070647332848,0.2585740205866882
1.5,0.0,20.0,45.35668364041746,0.258436613353763
1.5,0.0,20.0,47.74181997062999,0.25830606686334523
1.5,0.0,20.0,50.252381593370636,0.2581820387480782
1.5,0.0,20.0,52.894964150073484,0.25806420370713123
1.5,0.0,20.0,55.67651012199308,0.2579522526571454
1.5,0.0,20.0,58.60432706919768,0.2578458919254789
1.5,0.0,20.0,61.68610682868276,0.2577448424832651
1.5,0.0,20.0,64.92994572203962,0.2576488392164622
1.5,0.0,20.0,68.34436582576978,0.2575576302332294
1.5,0.0,20.0,71.93833736012435,0.2574709762055205
1.5,0.0,20.0,75.72130225528745,0.25738864974338416
1.5,0.0,20.0,79.703198956817,0.2573104348004174
1.5,0.0,20.0,83.89448853550809,0.25723612610857316
1.5,0.0,20.0,88.30618217027678,0.25716552864123443
1.5,0.0,20.0,92.94987007626396,0.2570984571028667
1.5,0.0,20.0,97.83775195415957,0.25703473544405053
1.5,0.0,20.0,102.9826690407396,0.2569741964005834
1.5,0.0,20.0,108.39813784482234,0.25691668105565224
1.5,0.0,20.0,114.09838565726807,0.2568620384236553
1.5,0.0,20.0,120.0983879283172,0.2568101250546295
1.5,0.0,20.0,126.4139076104604,0.25676080465872886
1.5,0.0,20.0,133.06153657020144,0.2567139477489544
1.5,0.0,20.0,140.0587391775079,0.2566694313019591
1.5,0.0,20.0,147.42389818746622,0.2566271384356389
1.5,0.0,20.0,155.1763630346785,0.2565869581028446
1.5,0.0,20.0,163.3365006672823,0.2565487848002146
1.5,0.0,20.0,171.92574905413258,0.256512518291685
1.5,0.0,20.0,180.96667350573028,0.25647806334563317
1.5,0.0,20.0,190.48302595685212,0.2564453294851665
1.5,0.0,20.0,200.49980736663028,0.2564142307509787
1.5,0.0,20.0,211.04333340001605,0.2563846854757079
1.5,0.0,20.0,222.141303563183,0.25635661606999705
1.5,0.0,20.0,233.82287397449844,0.2563299488187232
1.5,0.0,20.0,246.1187339622498,0.25630461368781887
1.5,0.0,20.0,259.06118669034555,0.25628054414046364
1.5,0.0,20.0,272.6842340238268,0.25625767696251245
1.5,0.0,20.0,287.02366585712923,0.2562359520966506
1.5,0.0,20.0,302.11715413978243,0.2562153124848088
1.5,0.0,20.0,318.00435184656374,0.25619570391846036
1.5,0.0,20.0,334.7269971521185,0.25617707489629105
1.5,0.0,20.0,352.3290230837293,0.2561593764891512
1.5,0.0,20.0,370.8566729403078,0.2561425622115143
1.5,0.0,20.0,390.35862178084193,0.2561265878995522
1.5,0.0,20.0,410.8861043014455,0.2561114115952057
1.5,0.0,20.0,432.49304943699366,0.256096993436028
1.5,0.0,20.0,455.2362220409404,0.25608329555053544
1.5,0.0,20.0,479.17537201554364,0.2560702819588201
1.5,0.0,20.0,504.3733912842846,0.256057918478092
1.5,0.0,20.0,530.8964790188716,0.2560461726328622
1.5,0.0,20.0,558.8143155549053,0.25603501356983305
1.5,0.0,20.0,588.2002454531223,0.25602441197674075
1.5,0.0,20.0,619.131470187112,0.25601434000548373
1.5,0.0,20.0,651.6892509637765,0.256004771198981
1.5,0.0,20.0,685.9591222093377,0.2559956804216501
1.5,0.0,20.0,722.0311162817685,0.2559870437935263
1.5,0.0,20.0,760.0,0.2559788386274242
1.0,0.0,20.0,1e-06,5.924646186946014
1.0,0.0,20.0,1.052586215278033e-06,5.924624146438173
1.0,0.0,20.0,1.1079377405933336e-06,5.924600947085823
1.0,0.0,20.0,1.1661999931348297e-06,5.924576527969405
1.0,0.0,20.0,1.2275260370310584e-06,5.924550824967989
1.0,0.0,20.0,1.2920769854737643e-06,5.92452377059105
1.0,0.0,20.0,1.3600224239876796e-06,5.924495293801657
1.0,0.0,20.0,1.431540855958445e-06,5.924465319830174
1.0,0.0,20.0,1.5068201715891755e-06,5.92443376997831
1.0,0.0,20.0,1.5860581415176464e-06,5.924400561412901
1.0,0.0,20.0,1.6694629363909702e-06,5.9243656069488
1.0,0.0,20.0,1.7572536737627194e-06,5.924328814820501
1.0,0.0,20.0,1.84966099374932e-06,5.924290088441708
1.0,0.0,20.0,1.9469276649580022e-06,5.924249326152364
1.0,0.0,20.0,2.0493092222782416e-06,5.924206420952394
1.0,0.0,20.0,2.157074638212219e-06,5.924161260221572
1.0,0.0,20.0,2.2705070295080322e-06,5.924113725424651
1.0,0.0,20.0,2.3899044009520287e-06,5.92406369180114
1.0,0.0,20.0,2.5155804282744106e-06,5.924011028038745
1.0,0.0,20.0,2.6478652822248497e-06,5.923955595929864
1.0,0.0,20.0,2.787106495983155e-06,5.923897250010013
1.0,0.0,20.0,2.9336698781837292e-06,5.923835837177394
1.0,0.0,20.0,3.08794047395258e-06,5.923771196292615
1.0,0.0,20.0,3.2503235764815946e-06,5.923703157757432
1.0,0.0,20.0,3.421245791797722e-06,5.923631543071606
1.0,0.0,20.0,3.601156159524261e-06,5.923556164366417
1.0,0.0,20.0,3.7905273325788183e-06,5.923476823914187
1.0,0.0,20.0,3.989856818907076e-06,5.923393313611824
1.0,0.0,20.0,4.199668288514643e-06,5.923305414437752
1.0,0.0,20.0,4.420512949230803e-06,5.923212895880359
1.0,0.0,20.0,4.652970994818386e-06,5.923115515336819
1.0,0.0,20.0,4.897653129234339e-06,5.9230130174804385
1.0,0.0,20.0,5.155202171045388e-06,5.922905133595324
1.0,0.0,20.0,5.426294742213763e-06,5.922791580876274
1.0,0.0,20.0,5.711643045689874e-06,5.922672061692258
1.0,0.0,20.0,6.011996736481803e-06,5.922546262811856
1.0,0.0,20.0,6.328144891117253e-06,5.922413854588338
1.0,0.0,20.0,6.6609180806721295e-06,5.9222744901024305
1.0,0.0,20.0,7.011190552811697e-06,5.922127804260935
1.0,0.0,20.0,7.379882528577148e-06,5.921973412848214
1.0,0.0,20.0,7.7679626199515e-06,5.921810911529102
1.0,0.0,20.0,8.176450374555982e-06,5.9216398747999
1.0,0.0,20.0,8.606418954162537e-06,5.921459854885414
1.0,0.0,20.0,9.058997954059073e-06,5.92127038057888
1.0,0.0,20.0,9.535376370674463e-06,5.9210709560222785
1.0,0.0,20.0,1.0036805725259819e-05,5.920861059423799
1.0,0.0,20.0,1.0564603351832126e-05,5.920640141709277
1.0,0.0,20.0,1.1120155858018576e-05,5.920407625104307
1.0,0.0,20.0,1.1704922767893621e-05,5.920162901643877
1.0,0.0,20.0,1.2320440356378824e-05,5.9199053316052686
1.0,0.0,20.0,1.2968325685279527e-05,5.91963424186106
1.0,0.0,20.0,1.365028085156128e-05,5.919348924147871
1.0,0.0,20.0,1.4368097459027092e-05,5.919048633246771
1.0,0.0,20.0,1.512366132514322e-05,5.918732585071029
1.0,0.0,20.0,1.5918957435379262e-05,5.918399954656772
1.0,0.0,20.0,1.675607515807796e-05,5.918049874051445
1.0,0.0,20.0,1.7637213733555513e-05,5.917681430095545
1.0,0.0,20.0,1.856468805185294e-05,5.917293662092171
1.0,0.0,20.0,1.9540934734317207e-05,5.916885559358898
1.0,0.0,20.0,2.0568518534990005e-05,5.9164560586567605
1.0,0.0,20.0,2.16501390786212e-05,5.916004041489908
1.0,0.0,20.0,2.2788637953008883e-05,5.915528331270159
1.0,0.0,20.0,2.398700617429896e-05,5.915027690340091
1.0,0.0,20.0,2.524839204485615e-05,5.914500816847745
1.0,0.0,20.0,2.6576109424351078e-05,5.913946341466225
1.0,0.0,20.0,2.7973646435792565e-05,5.913362823951163
1.0,0.0,20.0,2.944467462937673e-05,5.912748749528274
1.0,0.0,20.0,3.099305862822877e-05,5.912102525103413
1.0,0.0,20.0,3.262286628137751e-05,5.911422475287287
1.0,0.0,20.0,3.4338379350636436e-05,5.910706838226321
1.0,0.0,20.0,3.614410475946777e-05,5.909953761231157
1.0,0.0,20.0,3.804478643338092e-05,5.909161296193943
1.0,0.0,20.0,4.004541776297339e-05,5.908327394785418
1.0,0.0,20.0,4.2151254722355876e-05,5.907449903422224
1.0,0.0,20.0,4.4367829677424884e-05,5.906526557994685
1.0,0.0,20.0,4.670096592026105e-05,5.905554978345506
1.0,0.0,20.0,4.915679296783598e-05,5.904532662488804
1.0,0.0,20.0,5.1741762665220194e-05,5.903456980559363
1.0,0.0,20.0,5.446266613559836e-05,5.9023251684813705
1.0,0.0,20.0,5.732665162162057e-05,5.901134321345802
1.0,0.0,20.0,6.034124326496378e-05,5.899881386485739
1.0,0.0,20.0,6.351436087343933e-05,5.89856315623809
1.0,0.0,20.0,6.685434072757668e-05,5.8971762603811095
1.0,0.0,20.0,7.0369957481348e-05,5.895717158236002
1.0,0.0,20.0,7.407044721456818e-05,5.894182130421721
1.0,0.0,20.0,7.796553169753365e-05,5.892567270251581
1.0,0.0,20.0,8.206544393164628e-05,5.890868474761013
1.0,0.0,20.0,8.638095503312318e-05,5.889081435355226
1.0,0.0,20.0,9.092340253041709e-05,5.887201628066641
1.0,0.0,20.0,9.570472014969265e-05,5.88522430341194
1.0,0.0,20.0,0.0001007374691666083,5.883144475838842
1.0,0.0,20.0,0.00010603487140676776,5.880956912754121
1.0,0.0,20.0,0.00011161084398154249,5.878656123124393
1.0,0.0,20.0,0.00011748003585051882,5.8762363456424715
1.0,0.0,20.0,0.00012365786630662512,5.873691536453318
1.0,0.0,20.0,0.00013016056548504753,5.871015356434528
1.0,0.0,20.0,0.00013700521700235475,5.868201158028308
1.0,0.0,20.0,0.00014420980283785405,5.865241971623347
1.0,0.0,20.0,0.00015179325057508813,5.862130491486983
1.0,0.0,20.0,0.00015977548312758196,5.8588590612505875
1.0,0.0,20.0,0.0001681774710794807,5.85541965895362
1.0,0.0,20.0,0.00017702128777858126,5.851803881654916
1.0,0.0,20.0,0.00018633016732650035,5.848002929622775
1.0,0.0,20.0,0.00019612856561832342,5.84400759011976
1.0,0.0,20.0,0.00020644222459210038,5.8398082208020785
1.0,0.0,20.0,0.0002172982398569764,5.835394732758004
1.0,0.0,20.0,0.000228725131877633,5.830756573215301
1.0,0.0,20.0,0.00024075292090204643,5.8258827079537445
1.0,0.0,20.0,0.0002534132058294167,5.820761603464497
1.0,0.0,20.0,0.00026673924722545863,5.815381208906167
1.0,0.0,20.0,0.00028076605470315704,5.809728937914671
1.0,0.0,20.0,0.00029553047889854095,5.803791650332779
1.0,0.0,20.0,0.0003110713082831198,5.797555633934581
1.0,0.0,20.0,0.00032742937106731496,5.791006586230707
1.0,0.0,20.0,0.0003446476424626117,5.784129596450782
1.0,0.0,20.0,0.0003627713575842168,5.776909127811969
1.0,0.0,20.0,0.0003818481302908447,5.769329000195733
1.0,0.0,20.0,0.000401928078273833,5.761372373368356
1.0,0.0,20.0,0.0004230639547242269,5.753021730896379
