n,b_per_K,dT_K,pressure_Torr,R_total_percent
1.5,0.0,20.0,8.176450374555982e-06,9.01269371351081
1.5,0.0,20.0,8.606418954162537e-06,9.01241569360094
1.5,0.0,20.0,9.058997954059073e-06,9.012123072746082
1.5,0.0,20.0,9.535376370674463e-06,9.011815085194064
1.5,0.0,20.0,1.0036805725259819e-05,9.011490925146258
1.5,0.0,20.0,1.0564603351832126e-05,9.011149744675585
1.5,0.0,20.0,1.1120155858018576e-05,9.010790651537626
1.5,0.0,20.0,1.1704922767893621e-05,9.010412706869285
1.5,0.0,20.0,1.2320440356378824e-05,9.010014922769782
1.5,0.0,20.0,1.2968325685279527e-05,9.00959625975788
1.5,0.0,20.0,1.365028085156128e-05,9.009155624099098
1.5,0.0,20.0,1.4368097459027092e-05,9.008691864996843
1.5,0.0,20.0,1.512366132514322e-05,9.008203771640488
