n,b_per_K,dT_K,R_total_percent_at_36_Torr,R_total_percent_at_7.5e-06_Torr
0.5,0.0,10.0,0.04311597712820525,1.4483712041962082
0.5,0.0,20.0,0.08631237146665693,2.9183701663784367
1.0,0.0,10.0,0.08624806111110495,2.917721892176206
1.0,0.0,20.0,0.17267934138849306,5.921923114910244
1.5,0.0,10.0,0.1293981005741518,4.408354243063806
1.5,0.0,20.0,0.2591157079365969,9.013131145562724
